instant,dteday,season,year,month,hour,is_holiday,weekday,is_workingday,weather_cond,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,time_of_day,temp_category,weather_daily
9707,2012-02-14,Spring,2012,February,9,0,2,1,Misty/Cloudy,0.26,0.2879,0.56,0.0896,6,256,262,Morning,Mild,Misty/Cloudy
9708,2012-02-14,Spring,2012,February,10,0,2,1,Misty/Cloudy,0.26,0.2727,0.6,0.1343,8,90,98,Morning,Mild,Misty/Cloudy
9709,2012-02-14,Spring,2012,February,11,0,2,1,Misty/Cloudy,0.3,0.303,0.45,0.1642,5,107,112,Morning,Mild,Misty/Cloudy
9710,2012-02-14,Spring,2012,February,12,0,2,1,Misty/Cloudy,0.3,0.2879,0.52,0.2239,10,162,172,Afternoon,Mild,Misty/Cloudy
9711,2012-02-14,Spring,2012,February,13,0,2,1,Misty/Cloudy,0.36,0.3333,0.4,0.2537,6,167,173,Afternoon,Mild,Misty/Cloudy
9712,2012-02-14,Spring,2012,February,14,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.4,0.2239,13,111,124,Afternoon,Mild,Misty/Cloudy
9713,2012-02-14,Spring,2012,February,15,0,2,1,Misty/Cloudy,0.42,0.4242,0.38,0.4478,7,138,145,Afternoon,Mild,Misty/Cloudy
9714,2012-02-14,Spring,2012,February,16,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.2985,15,251,266,Afternoon,Mild,Misty/Cloudy
9715,2012-02-14,Spring,2012,February,17,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.3582,19,504,523,Evening,Mild,Misty/Cloudy
9716,2012-02-14,Spring,2012,February,18,0,2,1,Misty/Cloudy,0.38,0.3939,0.46,0.2985,8,398,406,Evening,Mild,Misty/Cloudy
9717,2012-02-14,Spring,2012,February,19,0,2,1,Misty/Cloudy,0.36,0.3485,0.5,0.1642,11,270,281,Evening,Mild,Misty/Cloudy
9718,2012-02-14,Spring,2012,February,20,0,2,1,Misty/Cloudy,0.38,0.3939,0.46,0.1343,6,178,184,Evening,Mild,Misty/Cloudy
9719,2012-02-14,Spring,2012,February,21,0,2,1,Misty/Cloudy,0.36,0.3636,0.5,0.1045,4,105,109,Evening,Mild,Misty/Cloudy
9720,2012-02-14,Spring,2012,February,22,0,2,1,Misty/Cloudy,0.36,0.3636,0.5,0.1045,5,72,77,Evening,Mild,Misty/Cloudy
9721,2012-02-14,Spring,2012,February,23,0,2,1,Misty/Cloudy,0.36,0.3636,0.5,0.0896,2,55,57,Evening,Mild,Misty/Cloudy
9722,2012-02-15,Spring,2012,February,0,0,3,1,Clear/Partly Cloudy,0.32,0.3485,0.57,0.0,0,22,22,Morning,Mild,Clear/Partly Cloudy
9723,2012-02-15,Spring,2012,February,1,0,3,1,Clear/Partly Cloudy,0.34,0.3636,0.53,0.0,0,5,5,Morning,Mild,Clear/Partly Cloudy
9724,2012-02-15,Spring,2012,February,2,0,3,1,Clear/Partly Cloudy,0.3,0.3333,0.61,0.0,0,4,4,Morning,Mild,Clear/Partly Cloudy
9725,2012-02-15,Spring,2012,February,3,0,3,1,Clear/Partly Cloudy,0.28,0.3182,0.75,0.0,0,3,3,Morning,Mild,Clear/Partly Cloudy
9726,2012-02-15,Spring,2012,February,4,0,3,1,Clear/Partly Cloudy,0.28,0.2879,0.7,0.1045,0,1,1,Morning,Mild,Clear/Partly Cloudy
9727,2012-02-15,Spring,2012,February,5,0,3,1,Clear/Partly Cloudy,0.28,0.2879,0.7,0.1045,0,25,25,Morning,Mild,Clear/Partly Cloudy
9728,2012-02-15,Spring,2012,February,6,0,3,1,Clear/Partly Cloudy,0.3,0.303,0.61,0.1343,3,92,95,Morning,Mild,Clear/Partly Cloudy
9729,2012-02-15,Spring,2012,February,7,0,3,1,Misty/Cloudy,0.3,0.2879,0.65,0.194,3,318,321,Morning,Mild,Clear/Partly Cloudy
9730,2012-02-15,Spring,2012,February,8,0,3,1,Clear/Partly Cloudy,0.32,0.2879,0.61,0.3582,7,508,515,Morning,Mild,Clear/Partly Cloudy
9731,2012-02-15,Spring,2012,February,9,0,3,1,Clear/Partly Cloudy,0.32,0.303,0.61,0.3284,5,226,231,Morning,Mild,Clear/Partly Cloudy
9732,2012-02-15,Spring,2012,February,10,0,3,1,Clear/Partly Cloudy,0.34,0.303,0.57,0.2985,12,108,120,Morning,Mild,Clear/Partly Cloudy
9733,2012-02-15,Spring,2012,February,11,0,3,1,Clear/Partly Cloudy,0.36,0.3333,0.53,0.2836,13,125,138,Morning,Mild,Clear/Partly Cloudy
9734,2012-02-15,Spring,2012,February,12,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.3881,11,152,163,Afternoon,Mild,Clear/Partly Cloudy
9735,2012-02-15,Spring,2012,February,13,0,3,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2836,11,159,170,Afternoon,Mild,Clear/Partly Cloudy
9736,2012-02-15,Spring,2012,February,14,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.41,0.3582,6,128,134,Afternoon,Mild,Clear/Partly Cloudy
9737,2012-02-15,Spring,2012,February,15,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2239,7,164,171,Afternoon,Mild,Clear/Partly Cloudy
9738,2012-02-15,Spring,2012,February,16,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.194,9,222,231,Afternoon,Mild,Clear/Partly Cloudy
9739,2012-02-15,Spring,2012,February,17,0,3,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.194,17,470,487,Evening,Mild,Clear/Partly Cloudy
9740,2012-02-15,Spring,2012,February,18,0,3,1,Clear/Partly Cloudy,0.4,0.4091,0.4,0.2239,9,459,468,Evening,Mild,Clear/Partly Cloudy
9741,2012-02-15,Spring,2012,February,19,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.43,0.1642,9,302,311,Evening,Mild,Clear/Partly Cloudy
9742,2012-02-15,Spring,2012,February,20,0,3,1,Clear/Partly Cloudy,0.36,0.3485,0.46,0.1642,4,207,211,Evening,Mild,Clear/Partly Cloudy
9743,2012-02-15,Spring,2012,February,21,0,3,1,Clear/Partly Cloudy,0.34,0.3333,0.53,0.1642,8,170,178,Evening,Mild,Clear/Partly Cloudy
9744,2012-02-15,Spring,2012,February,22,0,3,1,Clear/Partly Cloudy,0.34,0.3485,0.49,0.1045,3,104,107,Evening,Mild,Clear/Partly Cloudy
9745,2012-02-15,Spring,2012,February,23,0,3,1,Clear/Partly Cloudy,0.34,0.3485,0.53,0.0896,4,54,58,Evening,Mild,Clear/Partly Cloudy
9746,2012-02-16,Spring,2012,February,0,0,4,1,Misty/Cloudy,0.3,0.303,0.7,0.1343,1,22,23,Morning,Mild,Misty/Cloudy
9747,2012-02-16,Spring,2012,February,1,0,4,1,Misty/Cloudy,0.3,0.3333,0.7,0.0,0,5,5,Morning,Mild,Misty/Cloudy
9748,2012-02-16,Spring,2012,February,2,0,4,1,Misty/Cloudy,0.3,0.3182,0.7,0.0896,1,6,7,Morning,Mild,Misty/Cloudy
9749,2012-02-16,Spring,2012,February,3,0,4,1,Misty/Cloudy,0.3,0.3333,0.61,0.0,0,1,1,Morning,Mild,Misty/Cloudy
9750,2012-02-16,Spring,2012,February,4,0,4,1,Light Snow/Rain,0.3,0.3182,0.7,0.0896,0,3,3,Morning,Mild,Misty/Cloudy
9751,2012-02-16,Spring,2012,February,5,0,4,1,Misty/Cloudy,0.3,0.3333,0.7,0.0,0,20,20,Morning,Mild,Misty/Cloudy
9752,2012-02-16,Spring,2012,February,6,0,4,1,Misty/Cloudy,0.3,0.3182,0.7,0.0896,4,83,87,Morning,Mild,Misty/Cloudy
9753,2012-02-16,Spring,2012,February,7,0,4,1,Misty/Cloudy,0.3,0.303,0.7,0.1343,3,285,288,Morning,Mild,Misty/Cloudy
9754,2012-02-16,Spring,2012,February,8,0,4,1,Misty/Cloudy,0.3,0.3182,0.7,0.0896,9,489,498,Morning,Mild,Misty/Cloudy
9755,2012-02-16,Spring,2012,February,9,0,4,1,Misty/Cloudy,0.3,0.303,0.7,0.1642,3,199,202,Morning,Mild,Misty/Cloudy
9756,2012-02-16,Spring,2012,February,10,0,4,1,Light Snow/Rain,0.32,0.3333,0.7,0.1343,2,42,44,Morning,Mild,Misty/Cloudy
9757,2012-02-16,Spring,2012,February,11,0,4,1,Light Snow/Rain,0.32,0.3333,0.7,0.1045,2,69,71,Morning,Mild,Misty/Cloudy
9758,2012-02-16,Spring,2012,February,12,0,4,1,Light Snow/Rain,0.32,0.3333,0.76,0.0896,1,44,45,Afternoon,Mild,Misty/Cloudy
9759,2012-02-16,Spring,2012,February,13,0,4,1,Light Snow/Rain,0.34,0.3182,0.71,0.2537,2,62,64,Afternoon,Mild,Misty/Cloudy
9760,2012-02-16,Spring,2012,February,14,0,4,1,Light Snow/Rain,0.32,0.3182,0.81,0.194,1,30,31,Afternoon,Mild,Misty/Cloudy
9761,2012-02-16,Spring,2012,February,15,0,4,1,Light Snow/Rain,0.34,0.3636,0.76,0.0,3,50,53,Afternoon,Mild,Misty/Cloudy
9762,2012-02-16,Spring,2012,February,16,0,4,1,Light Snow/Rain,0.34,0.3636,0.81,0.0,8,110,118,Afternoon,Mild,Misty/Cloudy
9763,2012-02-16,Spring,2012,February,17,0,4,1,Light Snow/Rain,0.34,0.3636,0.87,0.0,8,281,289,Evening,Mild,Misty/Cloudy
9764,2012-02-16,Spring,2012,February,18,0,4,1,Light Snow/Rain,0.34,0.3333,0.87,0.1343,8,345,353,Evening,Mild,Misty/Cloudy
9765,2012-02-16,Spring,2012,February,19,0,4,1,Misty/Cloudy,0.32,0.3182,0.87,0.1642,4,254,258,Evening,Mild,Misty/Cloudy
9766,2012-02-16,Spring,2012,February,20,0,4,1,Misty/Cloudy,0.32,0.3333,0.87,0.1343,5,211,216,Evening,Mild,Misty/Cloudy
9767,2012-02-16,Spring,2012,February,21,0,4,1,Misty/Cloudy,0.34,0.3485,0.81,0.1045,3,142,145,Evening,Mild,Misty/Cloudy
9768,2012-02-16,Spring,2012,February,22,0,4,1,Misty/Cloudy,0.32,0.3485,0.81,0.0,3,108,111,Evening,Mild,Misty/Cloudy
9769,2012-02-16,Spring,2012,February,23,0,4,1,Clear/Partly Cloudy,0.32,0.3333,0.81,0.0896,3,70,73,Evening,Mild,Misty/Cloudy
9770,2012-02-17,Spring,2012,February,0,0,5,1,Misty/Cloudy,0.3,0.3333,0.87,0.0,2,32,34,Morning,Mild,Clear/Partly Cloudy
9771,2012-02-17,Spring,2012,February,1,0,5,1,Misty/Cloudy,0.3,0.3333,0.93,0.0,2,16,18,Morning,Mild,Clear/Partly Cloudy
9772,2012-02-17,Spring,2012,February,2,0,5,1,Misty/Cloudy,0.3,0.3182,0.93,0.1045,1,11,12,Morning,Mild,Clear/Partly Cloudy
9773,2012-02-17,Spring,2012,February,3,0,5,1,Misty/Cloudy,0.28,0.2879,0.93,0.1045,0,1,1,Morning,Mild,Clear/Partly Cloudy
9774,2012-02-17,Spring,2012,February,4,0,5,1,Misty/Cloudy,0.28,0.2727,0.93,0.194,0,1,1,Morning,Mild,Clear/Partly Cloudy
9775,2012-02-17,Spring,2012,February,5,0,5,1,Misty/Cloudy,0.28,0.2727,0.93,0.1642,0,16,16,Morning,Mild,Clear/Partly Cloudy
9776,2012-02-17,Spring,2012,February,6,0,5,1,Misty/Cloudy,0.28,0.2879,0.96,0.1343,1,70,71,Morning,Mild,Clear/Partly Cloudy
9777,2012-02-17,Spring,2012,February,7,0,5,1,Misty/Cloudy,0.28,0.2879,0.93,0.1045,4,222,226,Morning,Mild,Clear/Partly Cloudy
9778,2012-02-17,Spring,2012,February,8,0,5,1,Misty/Cloudy,0.26,0.303,1.0,0.0,4,516,520,Morning,Mild,Clear/Partly Cloudy
9779,2012-02-17,Spring,2012,February,9,0,5,1,Misty/Cloudy,0.26,0.303,1.0,0.0,8,275,283,Morning,Mild,Clear/Partly Cloudy
9780,2012-02-17,Spring,2012,February,10,0,5,1,Clear/Partly Cloudy,0.34,0.3182,0.71,0.2836,13,103,116,Morning,Mild,Clear/Partly Cloudy
9781,2012-02-17,Spring,2012,February,11,0,5,1,Clear/Partly Cloudy,0.36,0.3333,0.62,0.4179,9,133,142,Morning,Mild,Clear/Partly Cloudy
9782,2012-02-17,Spring,2012,February,12,0,5,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.3881,21,177,198,Afternoon,Mild,Clear/Partly Cloudy
9783,2012-02-17,Spring,2012,February,13,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.3582,34,171,205,Afternoon,Mild,Clear/Partly Cloudy
9784,2012-02-17,Spring,2012,February,14,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.3582,33,137,170,Afternoon,Mild,Clear/Partly Cloudy
9785,2012-02-17,Spring,2012,February,15,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.4179,41,180,221,Afternoon,Mild,Clear/Partly Cloudy
9786,2012-02-17,Spring,2012,February,16,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.32,0.2985,56,251,307,Afternoon,Mild,Clear/Partly Cloudy
9787,2012-02-17,Spring,2012,February,17,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.32,0.3284,36,429,465,Evening,Mild,Clear/Partly Cloudy
9788,2012-02-17,Spring,2012,February,18,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.35,0.2537,15,362,377,Evening,Mild,Clear/Partly Cloudy
9789,2012-02-17,Spring,2012,February,19,0,5,1,Clear/Partly Cloudy,0.38,0.3939,0.37,0.2239,16,266,282,Evening,Mild,Clear/Partly Cloudy
9790,2012-02-17,Spring,2012,February,20,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.35,0.194,13,158,171,Evening,Mild,Clear/Partly Cloudy
9791,2012-02-17,Spring,2012,February,21,0,5,1,Clear/Partly Cloudy,0.38,0.3939,0.37,0.194,15,114,129,Evening,Mild,Clear/Partly Cloudy
9792,2012-02-17,Spring,2012,February,22,0,5,1,Clear/Partly Cloudy,0.36,0.3485,0.4,0.2239,15,92,107,Evening,Mild,Clear/Partly Cloudy
9793,2012-02-17,Spring,2012,February,23,0,5,1,Clear/Partly Cloudy,0.36,0.3485,0.4,0.194,10,72,82,Evening,Mild,Clear/Partly Cloudy
9794,2012-02-18,Spring,2012,February,0,0,6,0,Clear/Partly Cloudy,0.34,0.3333,0.42,0.1642,5,81,86,Morning,Mild,Clear/Partly Cloudy
9795,2012-02-18,Spring,2012,February,1,0,6,0,Clear/Partly Cloudy,0.32,0.3182,0.49,0.1642,7,38,45,Morning,Mild,Clear/Partly Cloudy
9796,2012-02-18,Spring,2012,February,2,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.61,0.2537,6,39,45,Morning,Mild,Clear/Partly Cloudy
9797,2012-02-18,Spring,2012,February,3,0,6,0,Clear/Partly Cloudy,0.28,0.2879,0.65,0.1045,3,15,18,Morning,Mild,Clear/Partly Cloudy
9798,2012-02-18,Spring,2012,February,4,0,6,0,Clear/Partly Cloudy,0.26,0.303,0.7,0.0,3,4,7,Morning,Mild,Clear/Partly Cloudy
9799,2012-02-18,Spring,2012,February,5,0,6,0,Clear/Partly Cloudy,0.24,0.2576,0.7,0.0896,0,1,1,Morning,Mild,Clear/Partly Cloudy
9800,2012-02-18,Spring,2012,February,6,0,6,0,Clear/Partly Cloudy,0.24,0.2879,0.7,0.0,1,8,9,Morning,Mild,Clear/Partly Cloudy
9801,2012-02-18,Spring,2012,February,7,0,6,0,Clear/Partly Cloudy,0.24,0.2879,0.7,0.0,8,33,41,Morning,Mild,Clear/Partly Cloudy
9802,2012-02-18,Spring,2012,February,8,0,6,0,Clear/Partly Cloudy,0.22,0.2727,0.87,0.0,10,92,102,Morning,Mild,Clear/Partly Cloudy
9803,2012-02-18,Spring,2012,February,9,0,6,0,Clear/Partly Cloudy,0.22,0.2424,0.8,0.1045,22,116,138,Morning,Mild,Clear/Partly Cloudy
9804,2012-02-18,Spring,2012,February,10,0,6,0,Clear/Partly Cloudy,0.26,0.2727,0.81,0.1045,48,157,205,Morning,Mild,Clear/Partly Cloudy
9805,2012-02-18,Spring,2012,February,11,0,6,0,Clear/Partly Cloudy,0.32,0.3333,0.57,0.1343,102,184,286,Morning,Mild,Clear/Partly Cloudy
9806,2012-02-18,Spring,2012,February,12,0,6,0,Clear/Partly Cloudy,0.36,0.3485,0.43,0.194,128,241,369,Afternoon,Mild,Clear/Partly Cloudy
9807,2012-02-18,Spring,2012,February,13,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2836,165,219,384,Afternoon,Mild,Clear/Partly Cloudy
9808,2012-02-18,Spring,2012,February,14,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.35,0.3582,183,244,427,Afternoon,Mild,Clear/Partly Cloudy
9809,2012-02-18,Spring,2012,February,15,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2537,229,270,499,Afternoon,Mild,Clear/Partly Cloudy
9810,2012-02-18,Spring,2012,February,16,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.44,0.3284,186,218,404,Afternoon,Mild,Clear/Partly Cloudy
9811,2012-02-18,Spring,2012,February,17,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.36,0.2836,142,222,364,Evening,Mild,Clear/Partly Cloudy
9812,2012-02-18,Spring,2012,February,18,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.38,0.2985,70,176,246,Evening,Mild,Clear/Partly Cloudy
9813,2012-02-18,Spring,2012,February,19,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.44,0.1642,38,150,188,Evening,Mild,Clear/Partly Cloudy
9814,2012-02-18,Spring,2012,February,20,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.44,0.1642,25,123,148,Evening,Mild,Clear/Partly Cloudy
9815,2012-02-18,Spring,2012,February,21,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.33,0.2985,25,89,114,Evening,Mild,Clear/Partly Cloudy
9816,2012-02-18,Spring,2012,February,22,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.4,0.4478,17,101,118,Evening,Mild,Clear/Partly Cloudy
9817,2012-02-18,Spring,2012,February,23,0,6,0,Misty/Cloudy,0.36,0.3333,0.4,0.3881,12,62,74,Evening,Mild,Clear/Partly Cloudy
9818,2012-02-19,Spring,2012,February,0,0,0,0,Misty/Cloudy,0.34,0.303,0.39,0.3582,9,65,74,Morning,Cold,Misty/Cloudy
9819,2012-02-19,Spring,2012,February,1,0,0,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,10,62,72,Morning,Cold,Misty/Cloudy
9820,2012-02-19,Spring,2012,February,2,0,0,0,Misty/Cloudy,0.3,0.2879,0.36,0.2836,3,45,48,Morning,Cold,Misty/Cloudy
9821,2012-02-19,Spring,2012,February,3,0,0,0,Misty/Cloudy,0.3,0.2879,0.36,0.2239,3,12,15,Morning,Cold,Misty/Cloudy
9822,2012-02-19,Spring,2012,February,4,0,0,0,Misty/Cloudy,0.28,0.2576,0.41,0.3881,0,3,3,Morning,Cold,Misty/Cloudy
9823,2012-02-19,Spring,2012,February,5,0,0,0,Misty/Cloudy,0.26,0.2273,0.48,0.2985,1,1,2,Morning,Cold,Misty/Cloudy
9824,2012-02-19,Spring,2012,February,6,0,0,0,Clear/Partly Cloudy,0.24,0.2121,0.52,0.3284,0,5,5,Morning,Cold,Misty/Cloudy
9825,2012-02-19,Spring,2012,February,7,0,0,0,Misty/Cloudy,0.24,0.2121,0.52,0.2836,2,12,14,Morning,Cold,Misty/Cloudy
9826,2012-02-19,Spring,2012,February,8,0,0,0,Misty/Cloudy,0.24,0.2273,0.56,0.194,8,48,56,Morning,Cold,Misty/Cloudy
9827,2012-02-19,Spring,2012,February,9,0,0,0,Misty/Cloudy,0.24,0.2273,0.56,0.2537,20,73,93,Morning,Cold,Misty/Cloudy
9828,2012-02-19,Spring,2012,February,10,0,0,0,Misty/Cloudy,0.26,0.2424,0.52,0.2537,49,142,191,Morning,Cold,Misty/Cloudy
9829,2012-02-19,Spring,2012,February,11,0,0,0,Misty/Cloudy,0.26,0.2273,0.56,0.3284,82,144,226,Morning,Cold,Misty/Cloudy
9830,2012-02-19,Spring,2012,February,12,0,0,0,Misty/Cloudy,0.28,0.2727,0.52,0.2537,71,184,255,Afternoon,Cold,Misty/Cloudy
9831,2012-02-19,Spring,2012,February,13,0,0,0,Clear/Partly Cloudy,0.3,0.303,0.49,0.1642,64,197,261,Afternoon,Cold,Misty/Cloudy
9832,2012-02-19,Spring,2012,February,14,0,0,0,Misty/Cloudy,0.32,0.3182,0.45,0.194,48,189,237,Afternoon,Cold,Misty/Cloudy
9833,2012-02-19,Spring,2012,February,15,0,0,0,Misty/Cloudy,0.3,0.2879,0.49,0.194,85,168,253,Afternoon,Cold,Misty/Cloudy
9834,2012-02-19,Spring,2012,February,16,0,0,0,Misty/Cloudy,0.32,0.303,0.45,0.2836,62,150,212,Afternoon,Cold,Misty/Cloudy
9835,2012-02-19,Spring,2012,February,17,0,0,0,Misty/Cloudy,0.3,0.2879,0.49,0.2537,22,135,157,Evening,Cold,Misty/Cloudy
9836,2012-02-19,Spring,2012,February,18,0,0,0,Misty/Cloudy,0.3,0.2727,0.49,0.3284,23,144,167,Evening,Cold,Misty/Cloudy
9837,2012-02-19,Spring,2012,February,19,0,0,0,Misty/Cloudy,0.3,0.2879,0.52,0.2537,18,101,119,Evening,Cold,Misty/Cloudy
9838,2012-02-19,Spring,2012,February,20,0,0,0,Misty/Cloudy,0.3,0.2879,0.52,0.2836,22,81,103,Evening,Cold,Misty/Cloudy
9839,2012-02-19,Spring,2012,February,21,0,0,0,Light Snow/Rain,0.26,0.2576,0.65,0.1642,3,33,36,Evening,Cold,Misty/Cloudy
9840,2012-02-19,Spring,2012,February,22,0,0,0,Light Snow/Rain,0.24,0.2576,0.75,0.0896,8,47,55,Evening,Cold,Misty/Cloudy
9841,2012-02-19,Spring,2012,February,23,0,0,0,Misty/Cloudy,0.22,0.2273,0.93,0.1642,5,30,35,Evening,Cold,Misty/Cloudy
9842,2012-02-20,Spring,2012,February,0,1,1,0,Misty/Cloudy,0.24,0.2576,0.87,0.0896,5,36,41,Morning,Cold,Clear/Partly Cloudy
9843,2012-02-20,Spring,2012,February,1,1,1,0,Misty/Cloudy,0.24,0.2576,0.87,0.0896,3,12,15,Morning,Cold,Clear/Partly Cloudy
9844,2012-02-20,Spring,2012,February,2,1,1,0,Misty/Cloudy,0.24,0.2576,0.87,0.0896,1,19,20,Morning,Cold,Clear/Partly Cloudy
9845,2012-02-20,Spring,2012,February,3,1,1,0,Misty/Cloudy,0.24,0.2273,0.81,0.194,0,8,8,Morning,Cold,Clear/Partly Cloudy
9846,2012-02-20,Spring,2012,February,5,1,1,0,Misty/Cloudy,0.24,0.2121,0.6,0.3582,0,6,6,Morning,Cold,Clear/Partly Cloudy
9847,2012-02-20,Spring,2012,February,6,1,1,0,Clear/Partly Cloudy,0.24,0.197,0.52,0.4179,1,9,10,Morning,Cold,Clear/Partly Cloudy
9848,2012-02-20,Spring,2012,February,7,1,1,0,Misty/Cloudy,0.22,0.197,0.55,0.3284,2,42,44,Morning,Cold,Clear/Partly Cloudy
9849,2012-02-20,Spring,2012,February,8,1,1,0,Clear/Partly Cloudy,0.2,0.1818,0.59,0.3582,9,111,120,Morning,Cold,Clear/Partly Cloudy
9850,2012-02-20,Spring,2012,February,9,1,1,0,Clear/Partly Cloudy,0.2,0.1818,0.59,0.3582,12,98,110,Morning,Cold,Clear/Partly Cloudy
9851,2012-02-20,Spring,2012,February,10,1,1,0,Clear/Partly Cloudy,0.22,0.197,0.55,0.4478,30,113,143,Morning,Cold,Clear/Partly Cloudy
9852,2012-02-20,Spring,2012,February,11,1,1,0,Clear/Partly Cloudy,0.26,0.2273,0.48,0.3582,45,163,208,Morning,Cold,Clear/Partly Cloudy
9853,2012-02-20,Spring,2012,February,12,1,1,0,Clear/Partly Cloudy,0.28,0.2727,0.45,0.2239,65,216,281,Afternoon,Cold,Clear/Partly Cloudy
9854,2012-02-20,Spring,2012,February,13,1,1,0,Clear/Partly Cloudy,0.3,0.2879,0.42,0.2836,66,246,312,Afternoon,Cold,Clear/Partly Cloudy
9855,2012-02-20,Spring,2012,February,14,1,1,0,Clear/Partly Cloudy,0.32,0.3182,0.36,0.194,57,206,263,Afternoon,Cold,Clear/Partly Cloudy
9856,2012-02-20,Spring,2012,February,15,1,1,0,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,54,235,289,Afternoon,Cold,Clear/Partly Cloudy
9857,2012-02-20,Spring,2012,February,16,1,1,0,Clear/Partly Cloudy,0.36,0.3788,0.29,0.1045,64,216,280,Afternoon,Cold,Clear/Partly Cloudy
9858,2012-02-20,Spring,2012,February,17,1,1,0,Clear/Partly Cloudy,0.38,0.3939,0.27,0.2537,27,226,253,Evening,Cold,Clear/Partly Cloudy
9859,2012-02-20,Spring,2012,February,18,1,1,0,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,27,215,242,Evening,Cold,Clear/Partly Cloudy
9860,2012-02-20,Spring,2012,February,19,1,1,0,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,8,164,172,Evening,Cold,Clear/Partly Cloudy
9861,2012-02-20,Spring,2012,February,20,1,1,0,Clear/Partly Cloudy,0.34,0.3333,0.34,0.194,9,117,126,Evening,Cold,Clear/Partly Cloudy
9862,2012-02-20,Spring,2012,February,21,1,1,0,Clear/Partly Cloudy,0.3,0.303,0.39,0.1642,8,90,98,Evening,Cold,Clear/Partly Cloudy
9863,2012-02-20,Spring,2012,February,22,1,1,0,Clear/Partly Cloudy,0.3,0.3182,0.45,0.0896,9,53,62,Evening,Cold,Clear/Partly Cloudy
9864,2012-02-20,Spring,2012,February,23,1,1,0,Clear/Partly Cloudy,0.3,0.3333,0.39,0.0,0,26,26,Evening,Cold,Clear/Partly Cloudy
9865,2012-02-21,Spring,2012,February,0,0,2,1,Clear/Partly Cloudy,0.26,0.303,0.65,0.0,1,11,12,Morning,Cold,Clear/Partly Cloudy
9866,2012-02-21,Spring,2012,February,1,0,2,1,Clear/Partly Cloudy,0.26,0.303,0.56,0.0,0,7,7,Morning,Cold,Clear/Partly Cloudy
9867,2012-02-21,Spring,2012,February,2,0,2,1,Clear/Partly Cloudy,0.24,0.2879,0.6,0.0,0,3,3,Morning,Cold,Clear/Partly Cloudy
9868,2012-02-21,Spring,2012,February,4,0,2,1,Clear/Partly Cloudy,0.22,0.2727,0.64,0.0,0,2,2,Morning,Cold,Clear/Partly Cloudy
9869,2012-02-21,Spring,2012,February,5,0,2,1,Clear/Partly Cloudy,0.2,0.2576,0.69,0.0,0,15,15,Morning,Cold,Clear/Partly Cloudy
9870,2012-02-21,Spring,2012,February,6,0,2,1,Clear/Partly Cloudy,0.2,0.2576,0.75,0.0,3,83,86,Morning,Cold,Clear/Partly Cloudy
9871,2012-02-21,Spring,2012,February,7,0,2,1,Clear/Partly Cloudy,0.22,0.2727,0.64,0.0,6,273,279,Morning,Cold,Clear/Partly Cloudy
9872,2012-02-21,Spring,2012,February,8,0,2,1,Clear/Partly Cloudy,0.2,0.2273,0.69,0.0896,5,459,464,Morning,Cold,Clear/Partly Cloudy
9873,2012-02-21,Spring,2012,February,9,0,2,1,Clear/Partly Cloudy,0.2,0.2273,0.75,0.1045,6,211,217,Morning,Cold,Clear/Partly Cloudy
9874,2012-02-21,Spring,2012,February,10,0,2,1,Clear/Partly Cloudy,0.24,0.2273,0.7,0.194,8,77,85,Morning,Cold,Clear/Partly Cloudy
